新檔名,來源資料夾,原始圖片檔名,原始標註檔名
train_0012,train_crop.yolov11/train,116_jpg.rf.7351f01414d2c7f9a7d32feaa43121f8.jpg,116_jpg.rf.7351f01414d2c7f9a7d32feaa43121f8.txt
train_0013,train_crop.yolov11/train,116_jpg.rf.eeeb4af00559a41799be29b38019986e.jpg,116_jpg.rf.eeeb4af00559a41799be29b38019986e.txt
train_0014,train_crop.yolov11/train,117_jpg.rf.229f496b696d146a1781b4d5bf5d0f77.jpg,117_jpg.rf.229f496b696d146a1781b4d5bf5d0f77.txt
train_0015,train_crop.yolov11/train,11_jpg.rf.29827a85941ead5a7b712972987446c6.jpg,11_jpg.rf.29827a85941ead5a7b712972987446c6.txt
train_0016,train_crop.yolov11/train,120_jpg.rf.465839d992bfb75b5f95a429a8254ff7.jpg,120_jpg.rf.465839d992bfb75b5f95a429a8254ff7.txt
train_0017,train_crop.yolov11/train,121_jpg.rf.7f74df9f9bc54e8d3744e46529a62f04.jpg,121_jpg.rf.7f74df9f9bc54e8d3744e46529a62f04.txt
train_0018,train_crop.yolov11/train,122_jpg.rf.1099b6814f131c79f5a9e415b3ac867f.jpg,122_jpg.rf.1099b6814f131c79f5a9e415b3ac867f.txt
train_0019,train_crop.yolov11/train,123_jpg.rf.a8d33c6a1f90aa7206004306b5b9ef6d.jpg,123_jpg.rf.a8d33c6a1f90aa7206004306b5b9ef6d.txt
train_0020,train_crop.yolov11/train,124_jpg.rf.47e717691fd0854f758cb10e30816d64.jpg,124_jpg.rf.47e717691fd0854f758cb10e30816d64.txt
train_0021,train_crop.yolov11/train,125_jpg.rf.9650e536322d8b8400876659a36f0547.jpg,125_jpg.rf.9650e536322d8b8400876659a36f0547.txt
train_0022,train_crop.yolov11/train,128_jpg.rf.1ba2be58c55c7ae8e9e4137eabed029d.jpg,128_jpg.rf.1ba2be58c55c7ae8e9e4137eabed029d.txt
train_0023,train_crop.yolov11/train,128_jpg.rf.24b3d6f5c574bb6074ec8887b57482cb.jpg,128_jpg.rf.24b3d6f5c574bb6074ec8887b57482cb.txt
train_0024,train_crop.yolov11/train,129_jpg.rf.38ee9555a8c1cff9b1cbea39d2dbe9e1.jpg,129_jpg.rf.38ee9555a8c1cff9b1cbea39d2dbe9e1.txt
train_0025,train_crop.yolov11/train,12_jpg.rf.2215c619344f70c381401b8fe254b6a7.jpg,12_jpg.rf.2215c619344f70c381401b8fe254b6a7.txt
train_0026,train_crop.yolov11/train,12_jpg.rf.f7e7371293eb3689a72253cead69cf2f.jpg,12_jpg.rf.f7e7371293eb3689a72253cead69cf2f.txt
train_0027,train_crop.yolov11/train,130_jpg.rf.01947879f96412ae9480f449fc4bef40.jpg,130_jpg.rf.01947879f96412ae9480f449fc4bef40.txt
train_0028,train_crop.yolov11/train,131_jpg.rf.67e78850f2062f3d933a1c8678f894b4.jpg,131_jpg.rf.67e78850f2062f3d933a1c8678f894b4.txt
train_0029,train_crop.yolov11/train,132_jpg.rf.6b27a023e8c2b8b405c335602aa48aab.jpg,132_jpg.rf.6b27a023e8c2b8b405c335602aa48aab.txt
train_0030,train_crop.yolov11/train,133jpg_jpg.rf.bb0f0087f590167918c161aaab17dbf0.jpg,133jpg_jpg.rf.bb0f0087f590167918c161aaab17dbf0.txt
train_0031,train_crop.yolov11/train,134_jpg.rf.800e3340a63b007c37e673e8ce87da7b.jpg,134_jpg.rf.800e3340a63b007c37e673e8ce87da7b.txt
train_0032,train_crop.yolov11/train,135_jpg.rf.9a0726f1fde26af7b6c32d0eab3c0bb1.jpg,135_jpg.rf.9a0726f1fde26af7b6c32d0eab3c0bb1.txt
train_0033,train_crop.yolov11/train,137_jpg.rf.0ac513076b68bd9df39116ea80ef6003.jpg,137_jpg.rf.0ac513076b68bd9df39116ea80ef6003.txt
train_0034,train_crop.yolov11/train,138_jpg.rf.6865fc3a390b399c660fda95d42ea9b1.jpg,138_jpg.rf.6865fc3a390b399c660fda95d42ea9b1.txt
train_0035,train_crop.yolov11/train,139_jpg.rf.68408d96f6dac1b2d371d22016360652.jpg,139_jpg.rf.68408d96f6dac1b2d371d22016360652.txt
train_0036,train_crop.yolov11/train,13_jpg.rf.499acb5bbef8837875d92abd4108bc1d.jpg,13_jpg.rf.499acb5bbef8837875d92abd4108bc1d.txt
train_0037,train_crop.yolov11/train,140_jpg.rf.e624f3e5e0861e06f2787dec92fcea91.jpg,140_jpg.rf.e624f3e5e0861e06f2787dec92fcea91.txt
train_0038,train_crop.yolov11/train,141_jpg.rf.8ab137b0cb8cfb458159daf008b40bd9.jpg,141_jpg.rf.8ab137b0cb8cfb458159daf008b40bd9.txt
train_0039,train_crop.yolov11/train,144_jpg.rf.356c84c005f144c36c1816ad46da1155.jpg,144_jpg.rf.356c84c005f144c36c1816ad46da1155.txt
train_0040,train_crop.yolov11/train,146_jpg.rf.9684ff731b8c6a865cc9e2d174858458.jpg,146_jpg.rf.9684ff731b8c6a865cc9e2d174858458.txt
train_0041,train_crop.yolov11/train,147_jpg.rf.7829980ca20b9757dc9d8cd742181cb5.jpg,147_jpg.rf.7829980ca20b9757dc9d8cd742181cb5.txt
train_0042,train_crop.yolov11/train,148_jpg.rf.9908da4cfe7712020ad1c07ee0683afd.jpg,148_jpg.rf.9908da4cfe7712020ad1c07ee0683afd.txt
train_0043,train_crop.yolov11/train,148_jpg.rf.cae518cd89ac8414b6c54ef1e9f57016.jpg,148_jpg.rf.cae518cd89ac8414b6c54ef1e9f57016.txt
train_0044,train_crop.yolov11/train,149_jpg.rf.c922894ca7128875f07ef614e91b6708.jpg,149_jpg.rf.c922894ca7128875f07ef614e91b6708.txt
train_0045,train_crop.yolov11/train,14_jpg.rf.99770c810e42edfd9897eb9bca1b0b5e.jpg,14_jpg.rf.99770c810e42edfd9897eb9bca1b0b5e.txt
train_0046,train_crop.yolov11/train,154_jpg.rf.e68d5e5496f95aa39a233fbc5a5662f1.jpg,154_jpg.rf.e68d5e5496f95aa39a233fbc5a5662f1.txt
train_0047,train_crop.yolov11/train,155_jpg.rf.2868320b7cf0cd37ff574162549b6553.jpg,155_jpg.rf.2868320b7cf0cd37ff574162549b6553.txt
train_0048,train_crop.yolov11/train,156_jpg.rf.807010df65c78e5aeee02a640266f112.jpg,156_jpg.rf.807010df65c78e5aeee02a640266f112.txt
train_0049,train_crop.yolov11/train,157_jpg.rf.8a4ca42ddc3a4ce723d0cb55d3f4d2f8.jpg,157_jpg.rf.8a4ca42ddc3a4ce723d0cb55d3f4d2f8.txt
train_0050,train_crop.yolov11/train,15_jpg.rf.2eb576e7341108dfd62fb056ff3cde4c.jpg,15_jpg.rf.2eb576e7341108dfd62fb056ff3cde4c.txt
train_0051,train_crop.yolov11/train,160_jpg.rf.e6350e1411cc6bac518e66c12f0da3af.jpg,160_jpg.rf.e6350e1411cc6bac518e66c12f0da3af.txt
train_0052,train_crop.yolov11/train,161_jpg.rf.86ce2318e234fa52242dc6126c2339dd.jpg,161_jpg.rf.86ce2318e234fa52242dc6126c2339dd.txt
train_0053,train_crop.yolov11/train,162_jpg.rf.2ae3d4aad082228679a12fbc12b56d62.jpg,162_jpg.rf.2ae3d4aad082228679a12fbc12b56d62.txt
train_0054,train_crop.yolov11/train,163_jpg.rf.803597cd8a0a5929efeb411f91277098.jpg,163_jpg.rf.803597cd8a0a5929efeb411f91277098.txt
train_0055,train_crop.yolov11/train,163_jpg.rf.cc042fdde9f1fc158514e19590f44dfa.jpg,163_jpg.rf.cc042fdde9f1fc158514e19590f44dfa.txt
train_0056,train_crop.yolov11/train,165_jpg.rf.99999f9e2d9655e14ae40825d67dddc5.jpg,165_jpg.rf.99999f9e2d9655e14ae40825d67dddc5.txt
train_0057,train_crop.yolov11/train,167_jpg.rf.8e30963ff2f3276148ab09acf8670ad4.jpg,167_jpg.rf.8e30963ff2f3276148ab09acf8670ad4.txt
train_0058,train_crop.yolov11/train,169_jpg.rf.bad1a8da1561d956f9f961ed245fd6a9.jpg,169_jpg.rf.bad1a8da1561d956f9f961ed245fd6a9.txt
train_0059,train_crop.yolov11/train,16_jpg.rf.ac1d61ed5277524957af9d646b6bf2a4.jpg,16_jpg.rf.ac1d61ed5277524957af9d646b6bf2a4.txt
train_0060,train_crop.yolov11/train,170_jpg.rf.2ed3a20ed779d11e761470de5a1d9bdf.jpg,170_jpg.rf.2ed3a20ed779d11e761470de5a1d9bdf.txt
train_0061,train_crop.yolov11/train,170_jpg.rf.6e1f85f2f41e032e116ff353477d60fd.jpg,170_jpg.rf.6e1f85f2f41e032e116ff353477d60fd.txt
train_0062,train_crop.yolov11/train,172_jpg.rf.997cfc7ac182fc0b40977305af02fc75.jpg,172_jpg.rf.997cfc7ac182fc0b40977305af02fc75.txt
train_0063,train_crop.yolov11/train,172_jpg.rf.e48cb15509a27923cc07d866bad7c427.jpg,172_jpg.rf.e48cb15509a27923cc07d866bad7c427.txt
train_0064,train_crop.yolov11/train,173_jpg.rf.399583227f07bc980a3cc0fc6d69b830.jpg,173_jpg.rf.399583227f07bc980a3cc0fc6d69b830.txt
train_0065,train_crop.yolov11/train,174_jpg.rf.6fe6072287097bf6d060f8ff6bf3df7a.jpg,174_jpg.rf.6fe6072287097bf6d060f8ff6bf3df7a.txt
train_0066,train_crop.yolov11/train,175_jpg.rf.26fca886dcc1a514eacac1d182ca4e73.jpg,175_jpg.rf.26fca886dcc1a514eacac1d182ca4e73.txt
train_0067,train_crop.yolov11/train,176_jpg.rf.5d861a60bc665ed29f916ae71d7f72ff.jpg,176_jpg.rf.5d861a60bc665ed29f916ae71d7f72ff.txt
train_0068,train_crop.yolov11/train,177_jpg.rf.7db36fd94f1b70232c8fa2335967a9fc.jpg,177_jpg.rf.7db36fd94f1b70232c8fa2335967a9fc.txt
train_0069,train_crop.yolov11/train,179_jpg.rf.e97103279b9436b0038fa4e4d8b32b8b.jpg,179_jpg.rf.e97103279b9436b0038fa4e4d8b32b8b.txt
train_0070,train_crop.yolov11/train,17_jpg.rf.43b6f1e8d5fe45646de14190694f78db.jpg,17_jpg.rf.43b6f1e8d5fe45646de14190694f78db.txt
train_0071,train_crop.yolov11/train,180_jpg.rf.110f7d48936650b34aaa506aa02ce3a1.jpg,180_jpg.rf.110f7d48936650b34aaa506aa02ce3a1.txt
train_0072,train_crop.yolov11/train,180_jpg.rf.bf0c78eb9e324c10af315ed445803517.jpg,180_jpg.rf.bf0c78eb9e324c10af315ed445803517.txt
train_0073,train_crop.yolov11/train,182_jpg.rf.c784ba8cd46ce8b0776fa8fab524536a.jpg,182_jpg.rf.c784ba8cd46ce8b0776fa8fab524536a.txt
train_0074,train_crop.yolov11/train,183_jpg.rf.f9f2f37d5bbadeb310ad7be892d14b02.jpg,183_jpg.rf.f9f2f37d5bbadeb310ad7be892d14b02.txt
train_0075,train_crop.yolov11/train,184_jpg.rf.2a7488dd5dfcf44f1c03436bfbeeb6b4.jpg,184_jpg.rf.2a7488dd5dfcf44f1c03436bfbeeb6b4.txt
train_0076,train_crop.yolov11/train,187_jpg.rf.2d1d83e8c4749b0ad79591cb22ce6b83.jpg,187_jpg.rf.2d1d83e8c4749b0ad79591cb22ce6b83.txt
train_0077,train_crop.yolov11/train,188_jpg.rf.742cfeaa4911383d49705f8734a7cc04.jpg,188_jpg.rf.742cfeaa4911383d49705f8734a7cc04.txt
train_0078,train_crop.yolov11/train,189_jpg.rf.a6ad429952d02be1c42dafb8d16da6d0.jpg,189_jpg.rf.a6ad429952d02be1c42dafb8d16da6d0.txt
train_0079,train_crop.yolov11/train,18_jpg.rf.2005b214713d7ce74358730fcbc2cbe5.jpg,18_jpg.rf.2005b214713d7ce74358730fcbc2cbe5.txt
train_0080,train_crop.yolov11/train,18_jpg.rf.45e65a289d331a7ae30947457676a918.jpg,18_jpg.rf.45e65a289d331a7ae30947457676a918.txt
train_0081,train_crop.yolov11/train,190_jpg.rf.e846697292e05d8d458f78ecec1c87d7.jpg,190_jpg.rf.e846697292e05d8d458f78ecec1c87d7.txt
train_0082,train_crop.yolov11/train,194_jpg.rf.3389e0cef4406ac0ed11a7b290518ef1.jpg,194_jpg.rf.3389e0cef4406ac0ed11a7b290518ef1.txt
train_0083,train_crop.yolov11/train,196_jpg.rf.c67c34cad3981d186a3f8aee9d85f428.jpg,196_jpg.rf.c67c34cad3981d186a3f8aee9d85f428.txt
train_0084,train_crop.yolov11/train,208_jpg.rf.534094c10c6c52f78250fd408af5208f.jpg,208_jpg.rf.534094c10c6c52f78250fd408af5208f.txt
train_0085,train_crop.yolov11/train,20_jpg.rf.86d4b1e65bd76e9c1f29e5ac4183e7da.jpg,20_jpg.rf.86d4b1e65bd76e9c1f29e5ac4183e7da.txt
train_0086,train_crop.yolov11/train,21_jpg.rf.174c2293fba5df914980e2714d94ab8f.jpg,21_jpg.rf.174c2293fba5df914980e2714d94ab8f.txt
train_0087,train_crop.yolov11/train,21_jpg.rf.f7212f98b9f72f3b772aaea26dada78f.jpg,21_jpg.rf.f7212f98b9f72f3b772aaea26dada78f.txt
train_0088,train_crop.yolov11/train,224_jpg.rf.84e861fe2e01e4967e49d6bfb28391f8.jpg,224_jpg.rf.84e861fe2e01e4967e49d6bfb28391f8.txt
train_0089,train_crop.yolov11/train,22_jpg.rf.baed10e25af826a8d1c6b3bd7a8145e3.jpg,22_jpg.rf.baed10e25af826a8d1c6b3bd7a8145e3.txt
train_0090,train_crop.yolov11/train,22_jpg.rf.bca1536a6e4778538b74d7f1d99b5e44.jpg,22_jpg.rf.bca1536a6e4778538b74d7f1d99b5e44.txt
train_0091,train_crop.yolov11/train,236_jpg.rf.1718cca5c6589b662e2aa23420c009e7.jpg,236_jpg.rf.1718cca5c6589b662e2aa23420c009e7.txt
train_0092,train_crop.yolov11/train,237_jpg.rf.7c0a858f87510afcbfc26fa98a2a69ed.jpg,237_jpg.rf.7c0a858f87510afcbfc26fa98a2a69ed.txt
train_0093,train_crop.yolov11/train,23_jpg.rf.6d812d2ff801b868b6de4bfe19236e76.jpg,23_jpg.rf.6d812d2ff801b868b6de4bfe19236e76.txt
train_0094,train_crop.yolov11/train,23_jpg.rf.94f617ceac232644510e63980ec7dcc0.jpg,23_jpg.rf.94f617ceac232644510e63980ec7dcc0.txt
train_0095,train_crop.yolov11/train,245_jpg.rf.2b5052048ccc178768897e1dcb68a61c.jpg,245_jpg.rf.2b5052048ccc178768897e1dcb68a61c.txt
train_0096,train_crop.yolov11/train,24_jpg.rf.4525adb81f9a21356932e066db27dba7.jpg,24_jpg.rf.4525adb81f9a21356932e066db27dba7.txt
train_0097,train_crop.yolov11/train,252_jpg.rf.a82c5a05d7c747874af8710d3e6042f5.jpg,252_jpg.rf.a82c5a05d7c747874af8710d3e6042f5.txt
train_0098,train_crop.yolov11/train,25_jpg.rf.84d6222fd45b487ca12f3aea4376c67d.jpg,25_jpg.rf.84d6222fd45b487ca12f3aea4376c67d.txt
train_0099,train_crop.yolov11/train,262_jpg.rf.4876edece2ed2b02b0355dc7597aafb8.jpg,262_jpg.rf.4876edece2ed2b02b0355dc7597aafb8.txt
train_0100,train_crop.yolov11/train,267_jpg.rf.3dc8cfefda02cdbca0a265cef97176b0.jpg,267_jpg.rf.3dc8cfefda02cdbca0a265cef97176b0.txt
train_0101,train_crop.yolov11/train,26_jpg.rf.6268f48004666b239d1d02d6c61a1ec5.jpg,26_jpg.rf.6268f48004666b239d1d02d6c61a1ec5.txt
train_0102,train_crop.yolov11/train,27_jpg.rf.b040f2c6e6645224ab1fa27ee62c5ace.jpg,27_jpg.rf.b040f2c6e6645224ab1fa27ee62c5ace.txt
train_0103,train_crop.yolov11/train,281_jpg.rf.3b40568d4efb6b2aaefdebac1cb336b8.jpg,281_jpg.rf.3b40568d4efb6b2aaefdebac1cb336b8.txt
train_0104,train_crop.yolov11/train,28_jpg.rf.294aaa1c253caa6949e879ceb4d8faf8.jpg,28_jpg.rf.294aaa1c253caa6949e879ceb4d8faf8.txt
train_0105,train_crop.yolov11/train,29_jpg.rf.4aeacd02eb9b6d405ffe09bc0492cba0.jpg,29_jpg.rf.4aeacd02eb9b6d405ffe09bc0492cba0.txt
train_0106,train_crop.yolov11/train,300_jpg.rf.5dbce77b4af70d8ab2308f715b9b9691.jpg,300_jpg.rf.5dbce77b4af70d8ab2308f715b9b9691.txt
train_0107,train_crop.yolov11/train,309_jpg.rf.0092f32bf9836bd2661c9b4f64a3340f.jpg,309_jpg.rf.0092f32bf9836bd2661c9b4f64a3340f.txt
train_0108,train_crop.yolov11/train,30_jpg.rf.b6ed3132eda311c9af83405cdceae188.jpg,30_jpg.rf.b6ed3132eda311c9af83405cdceae188.txt
train_0109,train_crop.yolov11/train,314_jpg.rf.fcba16bd20eeadf90fecdcd39371caf1.jpg,314_jpg.rf.fcba16bd20eeadf90fecdcd39371caf1.txt
train_0110,train_crop.yolov11/train,316_jpg.rf.34358c3c57b8edd5eea6c90ac8f54e55.jpg,316_jpg.rf.34358c3c57b8edd5eea6c90ac8f54e55.txt
train_0111,train_crop.yolov11/train,319_jpg.rf.e3f79ef92cdbeeafca6cf31ef720dbc5.jpg,319_jpg.rf.e3f79ef92cdbeeafca6cf31ef720dbc5.txt
train_0112,train_crop.yolov11/train,31_jpg.rf.20aaf68e8d32a209e12fd6e5d828ee91.jpg,31_jpg.rf.20aaf68e8d32a209e12fd6e5d828ee91.txt
train_0113,train_crop.yolov11/train,32_jpg.rf.288ad7bbe2a4473de69bb658eafb6e07.jpg,32_jpg.rf.288ad7bbe2a4473de69bb658eafb6e07.txt
train_0114,train_crop.yolov11/train,333_jpg.rf.47da21d04c82f56678f2e44dcb938c49.jpg,333_jpg.rf.47da21d04c82f56678f2e44dcb938c49.txt
train_0115,train_crop.yolov11/train,335_jpg.rf.aaa1c09f5fff9b91d85f3e69dbe67023.jpg,335_jpg.rf.aaa1c09f5fff9b91d85f3e69dbe67023.txt
train_0116,train_crop.yolov11/train,33_jpg.rf.c4fe938033facddb9be65443cb511e2c.jpg,33_jpg.rf.c4fe938033facddb9be65443cb511e2c.txt
train_0117,train_crop.yolov11/train,34_jpg.rf.c8ebd169bcc50e75f3897733dbf5a1e2.jpg,34_jpg.rf.c8ebd169bcc50e75f3897733dbf5a1e2.txt
train_0118,train_crop.yolov11/train,35_jpg.rf.8295969d37cefd0b06514c73b409cb98.jpg,35_jpg.rf.8295969d37cefd0b06514c73b409cb98.txt
train_0119,train_crop.yolov11/train,375_jpg.rf.0806f240987c191f7a63985d6933204f.jpg,375_jpg.rf.0806f240987c191f7a63985d6933204f.txt
train_0120,train_crop.yolov11/train,384_jpg.rf.61b0fa74b6f5bda04d89090c62fa24eb.jpg,384_jpg.rf.61b0fa74b6f5bda04d89090c62fa24eb.txt
train_0121,train_crop.yolov11/train,389_jpg.rf.1c724bd1a4c3c4acb753539e1117a6ab.jpg,389_jpg.rf.1c724bd1a4c3c4acb753539e1117a6ab.txt
train_0122,train_crop.yolov11/train,38_jpg.rf.462d10dd9ff88157ff7b346edbdb00d8.jpg,38_jpg.rf.462d10dd9ff88157ff7b346edbdb00d8.txt
train_0123,train_crop.yolov11/train,396_jpg.rf.3a1b363e71643d9dc2e9da438237b957.jpg,396_jpg.rf.3a1b363e71643d9dc2e9da438237b957.txt
train_0124,train_crop.yolov11/train,41_jpg.rf.0e8e222db74e5232d91250204f82a4b6.jpg,41_jpg.rf.0e8e222db74e5232d91250204f82a4b6.txt
train_0125,train_crop.yolov11/train,42_jpg.rf.b91cc6680020e42d26be8b795f9fc53b.jpg,42_jpg.rf.b91cc6680020e42d26be8b795f9fc53b.txt
train_0126,train_crop.yolov11/train,43_jpg.rf.b7d9431c8c542e70dffbefc51a8d8875.jpg,43_jpg.rf.b7d9431c8c542e70dffbefc51a8d8875.txt
train_0127,train_crop.yolov11/train,44_jpg.rf.15513e04204485c8dfc5fde4c9a60299.jpg,44_jpg.rf.15513e04204485c8dfc5fde4c9a60299.txt
train_0128,train_crop.yolov11/train,45_jpg.rf.6ffe240052f047b99c8e5c2325b31b50.jpg,45_jpg.rf.6ffe240052f047b99c8e5c2325b31b50.txt
train_0129,train_crop.yolov11/train,46_jpg.rf.48f4fdfb3707490535c14020347140f8.jpg,46_jpg.rf.48f4fdfb3707490535c14020347140f8.txt
train_0130,train_crop.yolov11/train,47_jpg.rf.241c80032f79e076ffc65bc8944cfd1c.jpg,47_jpg.rf.241c80032f79e076ffc65bc8944cfd1c.txt
train_0131,train_crop.yolov11/train,47_jpg.rf.8b39c740e984a07cc90c22afbf1a1aca.jpg,47_jpg.rf.8b39c740e984a07cc90c22afbf1a1aca.txt
train_0132,train_crop.yolov11/train,48_jpg.rf.7a3e4f51602213caad85cf6aa6b46ec2.jpg,48_jpg.rf.7a3e4f51602213caad85cf6aa6b46ec2.txt
train_0133,train_crop.yolov11/train,50_jpg.rf.b562b051b2c2be14d3bbe3e3213e221e.jpg,50_jpg.rf.b562b051b2c2be14d3bbe3e3213e221e.txt
train_0134,train_crop.yolov11/train,51_jpg.rf.bfe82bbdd82e86eb0ff7648eedf8a85d.jpg,51_jpg.rf.bfe82bbdd82e86eb0ff7648eedf8a85d.txt
train_0135,train_crop.yolov11/train,52_jpg.rf.33567aa19e942da45ce9364d4b1b6b0b.jpg,52_jpg.rf.33567aa19e942da45ce9364d4b1b6b0b.txt
train_0136,train_crop.yolov11/train,53_jpg.rf.eaf614f198df215c5b26e1580d2a66fb.jpg,53_jpg.rf.eaf614f198df215c5b26e1580d2a66fb.txt
train_0137,train_crop.yolov11/train,54_jpg.rf.1720f2e3c1d51cf6982a0cbcc33cd5a5.jpg,54_jpg.rf.1720f2e3c1d51cf6982a0cbcc33cd5a5.txt
train_0138,train_crop.yolov11/train,56_jpg.rf.d3913f516dcf0eebb6c9b7a0d1492fff.jpg,56_jpg.rf.d3913f516dcf0eebb6c9b7a0d1492fff.txt
train_0139,train_crop.yolov11/train,57_jpg.rf.f1707b1979ef5bcd884fffe81a60c719.jpg,57_jpg.rf.f1707b1979ef5bcd884fffe81a60c719.txt
train_0140,train_crop.yolov11/train,58_jpg.rf.24b0b4e4cb6a9705cb1371a11b9722c7.jpg,58_jpg.rf.24b0b4e4cb6a9705cb1371a11b9722c7.txt
train_0141,train_crop.yolov11/train,60_jpg.rf.931887a322ea1acd6c1c037bb2e0a64a.jpg,60_jpg.rf.931887a322ea1acd6c1c037bb2e0a64a.txt
train_0142,train_crop.yolov11/train,61_jpg.rf.394920cdedb87b625ccdcde79ae27544.jpg,61_jpg.rf.394920cdedb87b625ccdcde79ae27544.txt
train_0143,train_crop.yolov11/train,61_jpg.rf.9f6d17688f92f4ae29314da7045b0e4a.jpg,61_jpg.rf.9f6d17688f92f4ae29314da7045b0e4a.txt
train_0144,train_crop.yolov11/train,62_jpg.rf.712f1cb53403ea1d3eddbe46ae95b891.jpg,62_jpg.rf.712f1cb53403ea1d3eddbe46ae95b891.txt
train_0145,train_crop.yolov11/train,62_jpg.rf.90c7aaef40e57c5482182c6e9d307d10.jpg,62_jpg.rf.90c7aaef40e57c5482182c6e9d307d10.txt
train_0146,train_crop.yolov11/train,63_jpg.rf.76742b16755d9010c0d1bc3a49630e2d.jpg,63_jpg.rf.76742b16755d9010c0d1bc3a49630e2d.txt
train_0147,train_crop.yolov11/train,64_jpg.rf.6b1040d0a21eeb30cafbcbad2e2bec7e.jpg,64_jpg.rf.6b1040d0a21eeb30cafbcbad2e2bec7e.txt
train_0148,train_crop.yolov11/train,66_jpg.rf.6a11122f7740c8be948637c2200452f7.jpg,66_jpg.rf.6a11122f7740c8be948637c2200452f7.txt
train_0149,train_crop.yolov11/train,66_jpg.rf.ae88c28cab7ff1557c689aa5941a20d5.jpg,66_jpg.rf.ae88c28cab7ff1557c689aa5941a20d5.txt
train_0150,train_crop.yolov11/train,67_jpg.rf.fb880b1b46a5d0c23e06e3de3d6d6ad6.jpg,67_jpg.rf.fb880b1b46a5d0c23e06e3de3d6d6ad6.txt
train_0151,train_crop.yolov11/train,68_jpg.rf.448dbddc552e4ba001b9a907063f5a0d.jpg,68_jpg.rf.448dbddc552e4ba001b9a907063f5a0d.txt
train_0152,train_crop.yolov11/train,69_jpg.rf.ac487c6ac5211ae8d9371f03798a9dbd.jpg,69_jpg.rf.ac487c6ac5211ae8d9371f03798a9dbd.txt
train_0153,train_crop.yolov11/train,73_jpg.rf.1279f4d4680608c9d399a50411de5122.jpg,73_jpg.rf.1279f4d4680608c9d399a50411de5122.txt
train_0154,train_crop.yolov11/train,75_jpg.rf.fdc8b10185c611ce99fd076071d675b7.jpg,75_jpg.rf.fdc8b10185c611ce99fd076071d675b7.txt
train_0155,train_crop.yolov11/train,76_jpg.rf.085b91a622b64215b0326713cb666259.jpg,76_jpg.rf.085b91a622b64215b0326713cb666259.txt
train_0156,train_crop.yolov11/train,78_jpg.rf.80906c7a540baf79ca07130abe948301.jpg,78_jpg.rf.80906c7a540baf79ca07130abe948301.txt
train_0157,train_crop.yolov11/train,78_jpg.rf.aa80b04ba848354577341ba69e36fe71.jpg,78_jpg.rf.aa80b04ba848354577341ba69e36fe71.txt
train_0158,train_crop.yolov11/train,79_jpg.rf.3e1348c8ca0a696db72dc85f0428dab1.jpg,79_jpg.rf.3e1348c8ca0a696db72dc85f0428dab1.txt
train_0159,train_crop.yolov11/train,81_jpg.rf.0eca2d3eb75430ed2196ad6d8ec619c6.jpg,81_jpg.rf.0eca2d3eb75430ed2196ad6d8ec619c6.txt
train_0160,train_crop.yolov11/train,82_jpg.rf.7e576039182e1d86e5b2cb8ac04b6599.jpg,82_jpg.rf.7e576039182e1d86e5b2cb8ac04b6599.txt
train_0161,train_crop.yolov11/train,82_jpg.rf.94f28232180ce0ef4c9117a495d3e8ec.jpg,82_jpg.rf.94f28232180ce0ef4c9117a495d3e8ec.txt
