圖片檔名,縮放比scale,偵測到牙齒總數,box信心度,使用的conf門檻,IoU_vs舊GT框,A_x_原圖,A_y_原圖,B_x_原圖,B_y_原圖,A點信心度,B點信心度
044_jpg.rf.51542370502344e22d3b7f6d7fc12612.jpg,0.811153,4,0.8794358372688293,0.15,0.902,355.95098876953125,120.47205352783203,346.2555847167969,448.70672607421875,0.9727466106414795,0.97672438621521
045_jpg.rf.e46cb1980f7a6958622ed2ded4ffffac.jpg,0.533333,4,0.8821459412574768,0.15,0.933,439.86505126953125,46.594146728515625,374.1322326660156,422.072265625,0.9744828939437866,0.9789779782295227
046_jpg.rf.0ca1b25cce4f59cd52ca2becb31fd347.jpg,0.533333,3,0.857457160949707,0.15,0.908,286.85107421875,136.17674255371094,335.8875732421875,525.080322265625,0.9729612469673157,0.990757405757904
047_jpg.rf.3e39cddbb127fc0627c898159bd295c5.jpg,0.533333,1,0.9013782143592834,0.15,0.9,240.48678588867188,589.88232421875,243.74224853515625,252.0215301513672,0.9795553088188171,0.9825286865234375
048_jpg.rf.d2a9efb5a7dd6aa7a3c68edf3e1964fa.jpg,0.266667,2,0.8478564620018005,0.15,0.77,186.4905242919922,581.5328369140625,257.6982421875,151.35003662109375,0.9073911309242249,0.964531660079956
049_jpg.rf.b141f7e16aacaaeb3d29fbdccdd4fe3e.jpg,0.266667,2,0.8714856505393982,0.15,0.799,186.50978088378906,548.8385009765625,212.2540740966797,176.17721557617188,0.9694074988365173,0.982098400592804
050_jpg.rf.c8c57a2d704b2ddbe1e8b0d476f7c4d2.jpg,0.266667,2,0.8812414407730103,0.15,0.81,362.787109375,578.4664306640625,339.08184814453125,168.53387451171875,0.982896625995636,0.9880775213241577
051_jpg.rf.ee071fb1b0f034836f5eb0deae7cb200.jpg,0.266667,2,0.9085525274276733,0.15,0.776,183.78392028808594,468.89349365234375,237.55735778808594,75.42953491210938,0.9851953983306885,0.978335440158844
052_jpg.rf.05513e55c358a01918e86390d9e777b0.jpg,0.266667,2,0.8742880821228027,0.15,0.8,337.64703369140625,478.65020751953125,381.65631103515625,71.06912231445312,0.975648045539856,0.9812961220741272
054_jpg.rf.7a41f58896616b25f092f23715df71aa.jpg,0.266667,4,0.8846212029457092,0.15,0.931,471.7738037109375,130.3439483642578,390.3393859863281,515.7882080078125,0.9832792282104492,0.9780657887458801
055_jpg.rf.5978dcb08ec19062a87cfe4b44173ecb.jpg,0.266667,4,0.8807493448257446,0.15,0.824,370.29779052734375,110.98780822753906,303.6017761230469,469.4043884277344,0.9808151721954346,0.9856035709381104
056_jpg.rf.4cbb6e7aac1cddedc033a5d10d3dfbe4.jpg,0.266667,4,0.8830013275146484,0.15,0.843,257.789794921875,116.09591674804688,240.83441162109375,475.9820556640625,0.9744284749031067,0.9856723546981812
057_jpg.rf.9ccaefd02e6cc640a3cd843e59908319.jpg,0.266667,4,0.8758844137191772,0.15,0.854,353.7110290527344,71.16940307617188,416.33062744140625,401.7020568847656,0.9701170325279236,0.9890583157539368
